batch_id,product_line,product_type,start_time,end_time,target_qty,produced_qty,defect_qty
BATCH001007,Line-A,Copper-Wire,2026-01-11T23:42:39.806Z,2026-01-12T00:42:39.806Z,461,434,29
BATCH001008,Line-C,Copper-Wire,2025-09-02T05:58:43.507Z,2025-09-02T11:58:43.507Z,764,734,7
BATCH001009,Line-B,Copper-Wire,2025-06-04T16:10:10.525Z,2025-06-04T23:10:10.525Z,187,168,11
BATCH001010,Line-D,Steel-Coil,2025-11-08T17:21:21.197Z,2025-11-08T20:21:21.197Z,633,581,37
BATCH001011,Line-B,Aluminum-Sheet,2025-08-14T16:15:02.693Z,2025-08-14T22:15:02.693Z,254,233,10
BATCH001012,Line-C,Steel-Plate,2025-07-02T16:30:15.579Z,2025-07-02T23:30:15.579Z,189,178,5
BATCH001013,Line-A,Copper-Wire,2025-09-10T23:13:33.708Z,2025-09-11T01:13:33.708Z,696,640,39
BATCH001014,Line-A,Aluminum-Sheet,2025-12-12T16:04:49.563Z,2025-12-12T17:04:49.563Z,592,568,33
BATCH001015,Line-C,Steel-Coil,2025-06-23T17:16:08.420Z,2025-06-23T23:16:08.420Z,564,546,46
BATCH001016,Line-A,Copper-Wire,2025-12-05T16:27:37.616Z,2025-12-05T17:27:37.616Z,952,892,67
BATCH001017,Line-D,Aluminum-Sheet,2025-07-31T16:51:51.528Z,2025-07-31T20:51:51.528Z,948,968,47
BATCH001018,Line-B,Steel-Coil,2025-09-09T14:47:52.571Z,2025-09-09T20:47:52.571Z,799,807,78
BATCH001019,Line-D,Copper-Wire,2025-09-21T05:01:07.909Z,2025-09-21T09:01:07.909Z,703,719,25
BATCH001020,Line-A,Copper-Wire,2025-11-25T03:40:16.340Z,2025-11-25T11:40:16.340Z,897,882,68
BATCH001021,Line-A,Copper-Wire,2025-11-22T02:17:05.596Z,2025-11-22T10:17:05.596Z,968,1003,42
BATCH001022,Line-D,Steel-Coil,2026-01-13T06:05:16.192Z,2026-01-13T14:05:16.192Z,220,204,15
BATCH001023,Line-C,Steel-Coil,2025-07-23T14:47:57.637Z,2025-07-23T17:47:57.637Z,250,239,12
BATCH001024,Line-C,Aluminum-Sheet,2025-09-21T12:05:28.468Z,2025-09-21T13:05:28.468Z,136,142,11
BATCH001025,Line-D,Aluminum-Sheet,2025-12-14T23:26:42.935Z,2025-12-15T04:26:42.935Z,207,202,19
BATCH001026,Line-C,Steel-Coil,2025-07-18T20:20:24.669Z,2025-07-18T23:20:24.669Z,786,779,22
BATCH001027,Line-C,Steel-Plate,2025-12-26T13:25:16.580Z,2025-12-26T21:25:16.580Z,422,430,41
BATCH001028,Line-D,Copper-Wire,2025-11-27T12:32:33.624Z,2025-11-27T20:32:33.624Z,812,764,33
BATCH001029,Line-B,Copper-Wire,2026-01-01T03:07:55.567Z,2026-01-01T05:07:55.567Z,600,606,58
BATCH001030,Line-B,Steel-Coil,2025-09-02T05:22:29.814Z,2025-09-02T12:22:29.814Z,824,860,50
BATCH001031,Line-C,Aluminum-Sheet,2026-01-19T04:25:08.366Z,2026-01-19T11:25:08.366Z,434,402,16
BATCH001032,Line-C,Steel-Plate,2025-12-28T18:23:07.215Z,2025-12-29T00:23:07.215Z,777,795,45
BATCH001033,Line-A,Steel-Plate,2025-10-16T22:33:39.308Z,2025-10-17T06:33:39.308Z,363,335,27
BATCH001034,Line-D,Copper-Wire,2026-01-17T23:49:52.519Z,2026-01-18T05:49:52.519Z,130,132,5
BATCH001035,Line-C,Steel-Plate,2025-06-17T14:16:32.510Z,2025-06-17T17:16:32.510Z,718,667,9
BATCH001036,Line-D,Steel-Plate,2025-12-19T09:58:53.282Z,2025-12-19T16:58:53.282Z,542,551,15
BATCH001037,Line-C,Steel-Coil,2025-10-19T13:09:11.984Z,2025-10-19T15:09:11.984Z,325,300,23
BATCH001038,Line-A,Aluminum-Sheet,2026-01-10T04:48:50.689Z,2026-01-10T08:48:50.689Z,206,196,19
BATCH001039,Line-D,Copper-Wire,2026-01-31T05:04:04.827Z,2026-01-31T12:04:04.827Z,109,114,10
BATCH001040,Line-A,Steel-Plate,2025-08-08T03:35:21.878Z,2025-08-08T08:35:21.878Z,706,679,9
BATCH001041,Line-D,Aluminum-Sheet,2025-12-22T10:06:26.580Z,2025-12-22T17:06:26.580Z,560,531,16
BATCH001042,Line-A,Steel-Plate,2025-09-01T14:17:39.998Z,2025-09-01T19:17:39.998Z,110,108,10
BATCH001043,Line-C,Aluminum-Sheet,2025-09-24T09:03:40.651Z,2025-09-24T11:03:40.651Z,348,315,15
BATCH001044,Line-B,Copper-Wire,2025-10-27T14:28:14.431Z,2025-10-27T21:28:14.431Z,383,365,33
BATCH001045,Line-A,Aluminum-Sheet,2025-06-25T16:26:59.039Z,2025-06-25T21:26:59.039Z,906,818,53
BATCH001046,Line-C,Aluminum-Sheet,2025-10-03T13:49:22.828Z,2025-10-03T20:49:22.828Z,292,268,26
BATCH001047,Line-B,Aluminum-Sheet,2025-08-11T15:08:49.702Z,2025-08-11T19:08:49.702Z,975,937,46
BATCH001048,Line-B,Steel-Plate,2025-06-19T23:07:12.671Z,2025-06-20T04:07:12.671Z,189,174,15
BATCH001049,Line-A,Copper-Wire,2025-06-11T19:08:32.282Z,2025-06-11T22:08:32.282Z,805,795,26
BATCH001050,Line-D,Steel-Plate,2025-06-25T01:40:08.309Z,2025-06-25T07:40:08.309Z,196,176,6
BATCH001051,Line-D,Aluminum-Sheet,2025-09-02T20:15:50.287Z,2025-09-03T02:15:50.287Z,755,730,10
BATCH001052,Line-D,Aluminum-Sheet,2025-07-26T20:25:56.498Z,2025-07-27T01:25:56.498Z,875,801,18
BATCH001053,Line-B,Copper-Wire,2026-01-02T17:27:14.275Z,2026-01-02T20:27:14.275Z,653,684,29
BATCH001054,Line-A,Steel-Coil,2025-07-01T00:36:36.949Z,2025-07-01T01:36:36.949Z,575,600,39
BATCH001055,Line-D,Copper-Wire,2025-07-16T00:37:22.763Z,2025-07-16T01:37:22.763Z,679,646,39
BATCH001056,Line-B,Aluminum-Sheet,2025-06-19T22:14:50.095Z,2025-06-20T02:14:50.095Z,692,666,58
BATCH001057,Line-B,Aluminum-Sheet,2025-08-21T05:32:31.523Z,2025-08-21T10:32:31.523Z,211,198,3
BATCH001058,Line-B,Steel-Plate,2025-06-16T16:43:08.352Z,2025-06-16T20:43:08.352Z,406,423,38
BATCH001059,Line-C,Copper-Wire,2025-10-28T18:57:52.508Z,2025-10-28T19:57:52.508Z,515,472,22
BATCH001060,Line-D,Steel-Coil,2025-09-18T19:01:31.477Z,2025-09-19T00:01:31.477Z,228,235,15
BATCH001061,Line-D,Steel-Coil,2025-09-17T00:31:55.885Z,2025-09-17T08:31:55.885Z,819,808,18
BATCH001062,Line-B,Steel-Plate,2025-07-13T11:55:30.939Z,2025-07-13T17:55:30.939Z,466,446,8
BATCH001063,Line-D,Steel-Plate,2025-06-14T18:34:14.449Z,2025-06-15T01:34:14.449Z,562,584,48
BATCH001064,Line-D,Steel-Plate,2025-11-27T23:48:29.006Z,2025-11-28T05:48:29.006Z,974,923,67
BATCH001065,Line-B,Aluminum-Sheet,2025-06-26T20:30:43.532Z,2025-06-27T00:30:43.532Z,426,423,26
BATCH001066,Line-B,Aluminum-Sheet,2025-12-07T00:15:18.792Z,2025-12-07T07:15:18.792Z,499,494,18
BATCH001067,Line-D,Copper-Wire,2025-10-06T19:39:45.193Z,2025-10-07T02:39:45.193Z,739,710,13
BATCH001068,Line-C,Steel-Plate,2025-11-05T09:47:40.718Z,2025-11-05T12:47:40.718Z,704,736,16
BATCH001069,Line-C,Aluminum-Sheet,2026-02-05T06:16:30.869Z,2026-02-05T09:16:30.869Z,474,431,40
BATCH001070,Line-D,Copper-Wire,2025-07-27T02:53:40.443Z,2025-07-27T06:53:40.443Z,850,877,84
BATCH001071,Line-A,Steel-Coil,2025-11-18T00:15:05.047Z,2025-11-18T01:15:05.047Z,687,705,24
BATCH001072,Line-B,Copper-Wire,2025-06-19T02:55:35.743Z,2025-06-19T04:55:35.743Z,734,709,22
BATCH001073,Line-C,Copper-Wire,2026-01-04T03:05:00.614Z,2026-01-04T06:05:00.614Z,750,702,34
BATCH001074,Line-B,Steel-Plate,2025-07-10T08:50:25.785Z,2025-07-10T15:50:25.785Z,404,385,16
BATCH001075,Line-B,Copper-Wire,2025-09-21T01:52:59.637Z,2025-09-21T05:52:59.637Z,949,941,92
BATCH001076,Line-B,Steel-Plate,2025-08-21T06:25:11.754Z,2025-08-21T10:25:11.754Z,899,872,17
BATCH001077,Line-A,Steel-Coil,2025-06-16T23:06:04.250Z,2025-06-17T00:06:04.250Z,897,856,52
BATCH001078,Line-B,Aluminum-Sheet,2026-01-01T11:28:13.931Z,2026-01-01T12:28:13.931Z,147,140,7
BATCH001079,Line-A,Copper-Wire,2025-11-08T06:01:58.674Z,2025-11-08T10:01:58.674Z,370,362,26
BATCH001080,Line-C,Aluminum-Sheet,2025-08-04T08:28:04.952Z,2025-08-04T16:28:04.952Z,214,222,3
BATCH001081,Line-B,Copper-Wire,2025-12-13T20:01:45.817Z,2025-12-14T02:01:45.817Z,323,298,13
BATCH001082,Line-A,Aluminum-Sheet,2025-11-05T23:41:50.595Z,2025-11-06T04:41:50.595Z,554,502,22
BATCH001083,Line-D,Steel-Plate,2026-01-05T07:52:57.861Z,2026-01-05T11:52:57.861Z,879,894,31
BATCH001084,Line-A,Copper-Wire,2025-08-14T15:42:19.800Z,2025-08-14T23:42:19.800Z,923,946,38
BATCH001085,Line-B,Steel-Plate,2026-01-04T09:16:41.496Z,2026-01-04T10:16:41.496Z,589,573,30
BATCH001086,Line-C,Steel-Plate,2025-12-22T15:49:53.565Z,2025-12-22T21:49:53.565Z,646,591,16
BATCH001087,Line-B,Steel-Plate,2025-12-21T16:03:53.730Z,2025-12-21T21:03:53.730Z,735,682,44
BATCH001088,Line-C,Copper-Wire,2025-10-17T08:59:52.186Z,2025-10-17T14:59:52.186Z,592,619,59
BATCH001089,Line-D,Steel-Plate,2025-12-01T00:47:42.346Z,2025-12-01T02:47:42.346Z,668,684,52
BATCH001090,Line-B,Steel-Coil,2025-08-10T03:27:03.424Z,2025-08-10T04:27:03.424Z,944,988,48
BATCH001091,Line-D,Steel-Plate,2025-08-05T22:28:25.724Z,2025-08-05T23:28:25.724Z,568,587,21
BATCH001092,Line-D,Aluminum-Sheet,2026-02-11T17:41:24.894Z,2026-02-12T00:41:24.894Z,106,102,3
BATCH001093,Line-C,Steel-Coil,2025-06-06T11:04:55.508Z,2025-06-06T18:04:55.508Z,317,324,27
BATCH001094,Line-B,Aluminum-Sheet,2025-08-17T04:58:52.324Z,2025-08-17T08:58:52.324Z,222,210,9
BATCH001095,Line-B,Copper-Wire,2025-06-03T17:11:32.466Z,2025-06-03T20:11:32.466Z,743,733,35
BATCH001096,Line-D,Steel-Coil,2026-01-10T19:54:16.751Z,2026-01-11T00:54:16.751Z,908,840,27
BATCH001097,Line-D,Steel-Coil,2025-09-05T14:35:48.089Z,2025-09-05T20:35:48.089Z,363,359,3
BATCH001098,Line-C,Copper-Wire,2026-01-15T05:56:08.350Z,2026-01-15T10:56:08.350Z,348,319,6
BATCH001099,Line-D,Steel-Plate,2025-06-08T04:32:47.412Z,2025-06-08T05:32:47.412Z,595,583,37
BATCH001100,Line-C,Steel-Coil,2026-02-02T13:23:10.262Z,2026-02-02T14:23:10.262Z,834,863,9
BATCH001101,Line-C,Steel-Plate,2025-08-04T09:53:17.035Z,2025-08-04T10:53:17.035Z,393,395,7
BATCH001102,Line-A,Steel-Coil,2025-09-02T17:09:28.457Z,2025-09-03T00:09:28.457Z,904,923,18
BATCH001103,Line-A,Steel-Plate,2025-08-07T03:51:54.622Z,2025-08-07T08:51:54.622Z,801,747,29
BATCH001104,Line-A,Copper-Wire,2026-02-10T22:27:17.181Z,2026-02-11T04:27:17.181Z,136,138,11
BATCH001105,Line-C,Steel-Plate,2025-06-18T21:17:52.785Z,2025-06-18T23:17:52.785Z,106,98,9
BATCH001106,Line-B,Steel-Coil,2025-09-21T01:25:57.454Z,2025-09-21T07:25:57.454Z,269,243,11
BATCH001107,Line-B,Aluminum-Sheet,2025-11-24T02:55:50.407Z,2025-11-24T07:55:50.407Z,471,447,35
BATCH001108,Line-B,Copper-Wire,2025-10-16T14:52:40.231Z,2025-10-16T22:52:40.231Z,424,397,10
BATCH001109,Line-D,Steel-Plate,2025-12-19T21:16:08.255Z,2025-12-20T04:16:08.255Z,384,352,20
BATCH001110,Line-B,Steel-Plate,2025-11-01T11:03:13.706Z,2025-11-01T16:03:13.706Z,816,845,74
BATCH001111,Line-A,Copper-Wire,2025-08-22T01:27:11.942Z,2025-08-22T04:27:11.942Z,774,703,21
BATCH001112,Line-A,Aluminum-Sheet,2025-07-27T14:22:55.423Z,2025-07-27T22:22:55.423Z,266,262,14
BATCH001113,Line-B,Steel-Plate,2025-12-13T06:46:36.218Z,2025-12-13T13:46:36.218Z,823,787,76
BATCH001114,Line-C,Copper-Wire,2025-06-28T01:02:54.226Z,2025-06-28T08:02:54.226Z,437,429,36
BATCH001115,Line-B,Copper-Wire,2025-10-26T21:46:47.821Z,2025-10-27T02:46:47.821Z,564,557,37
BATCH001116,Line-C,Aluminum-Sheet,2025-09-26T15:28:42.763Z,2025-09-26T19:28:42.763Z,172,159,4
BATCH001117,Line-D,Steel-Plate,2025-07-22T05:44:18.005Z,2025-07-22T06:44:18.005Z,444,461,17
BATCH001118,Line-A,Steel-Coil,2025-08-22T03:20:15.930Z,2025-08-22T11:20:15.930Z,154,140,13
BATCH001119,Line-B,Aluminum-Sheet,2025-10-09T04:30:34.224Z,2025-10-09T05:30:34.224Z,730,680,44
BATCH001120,Line-A,Copper-Wire,2025-07-28T21:33:03.341Z,2025-07-29T03:33:03.341Z,968,1015,29
BATCH001121,Line-D,Steel-Plate,2025-06-02T14:44:40.982Z,2025-06-02T16:44:40.982Z,232,228,21
BATCH001122,Line-B,Steel-Coil,2025-07-17T14:32:17.290Z,2025-07-17T16:32:17.290Z,262,257,9
BATCH001123,Line-D,Steel-Plate,2025-10-21T05:25:24.397Z,2025-10-21T09:25:24.397Z,939,985,82
BATCH001124,Line-C,Copper-Wire,2025-11-28T23:54:18.540Z,2025-11-29T02:54:18.540Z,618,636,12
BATCH001125,Line-B,Aluminum-Sheet,2025-07-26T10:57:21.797Z,2025-07-26T17:57:21.797Z,654,624,44
BATCH001126,Line-B,Aluminum-Sheet,2025-10-26T22:20:21.335Z,2025-10-26T23:20:21.335Z,702,704,52
BATCH001127,Line-D,Aluminum-Sheet,2025-12-19T13:05:48.455Z,2025-12-19T20:05:48.455Z,713,746,29
BATCH001128,Line-A,Aluminum-Sheet,2025-09-25T17:10:01.224Z,2025-09-25T19:10:01.224Z,281,279,10
BATCH001129,Line-A,Steel-Coil,2025-10-25T20:59:11.619Z,2025-10-25T23:59:11.619Z,326,310,15
BATCH001130,Line-D,Copper-Wire,2025-07-12T17:54:05.459Z,2025-07-12T20:54:05.459Z,870,854,17
BATCH001131,Line-C,Copper-Wire,2025-12-19T02:50:23.569Z,2025-12-19T04:50:23.569Z,266,271,3
BATCH001132,Line-D,Copper-Wire,2025-09-05T17:50:27.411Z,2025-09-06T00:50:27.411Z,292,264,12
BATCH001133,Line-B,Copper-Wire,2025-11-28T18:30:57.243Z,2025-11-28T20:30:57.243Z,188,172,6
BATCH001134,Line-B,Copper-Wire,2025-11-15T10:08:43.654Z,2025-11-15T17:08:43.654Z,676,703,60
BATCH001135,Line-B,Aluminum-Sheet,2025-08-06T22:17:45.354Z,2025-08-07T00:17:45.354Z,987,987,71
BATCH001136,Line-D,Steel-Plate,2025-06-01T15:04:29.763Z,2025-06-01T22:04:29.763Z,696,645,38
BATCH001137,Line-C,Steel-Plate,2025-08-06T04:51:00.772Z,2025-08-06T07:51:00.772Z,232,217,3
BATCH001138,Line-D,Steel-Plate,2025-07-02T11:19:33.168Z,2025-07-02T13:19:33.168Z,857,833,26
BATCH001139,Line-A,Steel-Coil,2025-09-25T17:00:19.755Z,2025-09-25T20:00:19.755Z,391,399,13
BATCH001140,Line-C,Copper-Wire,2025-09-20T11:43:25.168Z,2025-09-20T17:43:25.168Z,750,700,24
BATCH001141,Line-A,Steel-Plate,2025-11-26T18:09:19.188Z,2025-11-27T01:09:19.188Z,222,223,17
BATCH001142,Line-B,Aluminum-Sheet,2025-09-05T12:00:08.770Z,2025-09-05T15:00:08.770Z,446,433,24
BATCH001143,Line-C,Steel-Coil,2025-09-27T04:18:36.882Z,2025-09-27T06:18:36.882Z,923,880,85
BATCH001144,Line-D,Steel-Coil,2025-08-14T12:19:52.468Z,2025-08-14T14:19:52.468Z,921,864,31
BATCH001145,Line-B,Steel-Plate,2025-10-31T07:07:33.397Z,2025-10-31T11:07:33.397Z,861,853,41
BATCH001146,Line-A,Copper-Wire,2026-01-15T06:30:43.368Z,2026-01-15T11:30:43.368Z,188,192,16
BATCH001147,Line-A,Copper-Wire,2025-10-15T05:49:19.558Z,2025-10-15T08:49:19.558Z,721,700,67
BATCH001148,Line-A,Steel-Plate,2025-06-06T03:17:43.279Z,2025-06-06T06:17:43.279Z,447,435,6
BATCH001149,Line-B,Copper-Wire,2025-12-22T17:25:02.147Z,2025-12-22T21:25:02.147Z,850,811,9
BATCH001150,Line-C,Aluminum-Sheet,2025-12-30T18:29:20.168Z,2025-12-31T02:29:20.168Z,199,193,4
BATCH001151,Line-A,Aluminum-Sheet,2025-12-09T18:32:37.408Z,2025-12-09T19:32:37.408Z,897,847,56
BATCH001152,Line-C,Steel-Coil,2025-10-17T22:21:03.605Z,2025-10-18T03:21:03.605Z,276,289,22
BATCH001153,Line-B,Steel-Coil,2025-09-13T01:33:15.971Z,2025-09-13T07:33:15.971Z,138,127,4
BATCH001154,Line-C,Copper-Wire,2025-12-14T20:06:21.519Z,2025-12-14T23:06:21.519Z,218,222,15
BATCH001155,Line-C,Copper-Wire,2025-08-04T19:52:47.665Z,2025-08-05T02:52:47.665Z,341,341,21
BATCH001156,Line-B,Copper-Wire,2025-11-05T14:01:30.666Z,2025-11-05T21:01:30.666Z,517,533,20
BATCH001157,Line-A,Copper-Wire,2025-08-07T16:46:39.110Z,2025-08-07T20:46:39.110Z,191,193,14
BATCH001158,Line-C,Steel-Coil,2025-07-05T23:52:08.652Z,2025-07-06T07:52:08.652Z,451,447,6
BATCH001159,Line-D,Steel-Coil,2025-11-02T16:07:59.369Z,2025-11-02T17:07:59.369Z,894,872,23
BATCH001160,Line-C,Steel-Plate,2025-09-15T20:34:56.693Z,2025-09-15T22:34:56.693Z,333,301,25
BATCH001161,Line-D,Copper-Wire,2025-12-18T16:34:38.985Z,2025-12-19T00:34:38.985Z,411,373,6
BATCH001162,Line-A,Steel-Coil,2025-07-04T16:37:46.083Z,2025-07-04T23:37:46.083Z,410,403,5
BATCH001163,Line-B,Steel-Coil,2025-11-19T19:55:31.497Z,2025-11-19T23:55:31.497Z,383,379,11
BATCH001164,Line-C,Aluminum-Sheet,2025-10-01T04:55:37.785Z,2025-10-01T05:55:37.785Z,447,461,17
BATCH001165,Line-D,Aluminum-Sheet,2025-08-31T14:43:16.998Z,2025-08-31T20:43:16.998Z,819,780,35
BATCH001166,Line-B,Copper-Wire,2025-07-02T06:48:57.689Z,2025-07-02T10:48:57.689Z,842,804,51
BATCH001167,Line-D,Steel-Plate,2025-07-02T01:28:40.485Z,2025-07-02T09:28:40.485Z,552,517,20
BATCH001168,Line-B,Aluminum-Sheet,2025-08-01T10:18:55.687Z,2025-08-01T13:18:55.687Z,399,408,7
BATCH001169,Line-C,Copper-Wire,2025-08-24T09:01:17.769Z,2025-08-24T14:01:17.769Z,184,166,6
BATCH001170,Line-A,Aluminum-Sheet,2025-09-15T13:59:23.425Z,2025-09-15T16:59:23.425Z,807,777,10
BATCH001171,Line-B,Steel-Coil,2025-08-13T19:50:43.481Z,2025-08-13T23:50:43.481Z,968,927,20
BATCH001172,Line-C,Steel-Plate,2025-06-04T16:36:10.082Z,2025-06-04T22:36:10.082Z,675,692,32
BATCH001173,Line-C,Aluminum-Sheet,2026-01-07T06:05:35.930Z,2026-01-07T07:05:35.930Z,260,245,24
BATCH001174,Line-C,Steel-Coil,2025-08-14T11:15:16.935Z,2025-08-14T13:15:16.935Z,769,763,15
BATCH001175,Line-D,Aluminum-Sheet,2025-06-23T01:02:32.457Z,2025-06-23T08:02:32.457Z,260,268,26
BATCH001176,Line-D,Steel-Coil,2025-09-21T04:00:39.909Z,2025-09-21T10:00:39.909Z,506,480,42
BATCH001177,Line-D,Copper-Wire,2025-10-16T09:09:12.092Z,2025-10-16T13:09:12.092Z,892,913,54
BATCH001178,Line-C,Copper-Wire,2025-06-25T01:38:56.107Z,2025-06-25T09:38:56.107Z,922,867,76
BATCH001179,Line-A,Copper-Wire,2025-07-24T08:46:00.335Z,2025-07-24T15:46:00.335Z,590,535,42
BATCH001180,Line-D,Aluminum-Sheet,2025-09-03T00:03:23.800Z,2025-09-03T03:03:23.800Z,581,591,54
BATCH001181,Line-D,Steel-Coil,2025-10-06T03:46:24.058Z,2025-10-06T06:46:24.058Z,284,295,6
BATCH001182,Line-A,Aluminum-Sheet,2025-06-03T15:40:47.444Z,2025-06-03T21:40:47.444Z,289,279,21
BATCH001183,Line-C,Aluminum-Sheet,2026-02-11T10:45:13.281Z,2026-02-11T11:45:13.281Z,105,109,9
BATCH001184,Line-C,Steel-Plate,2025-11-13T05:36:05.767Z,2025-11-13T10:36:05.767Z,216,205,9
BATCH001185,Line-D,Steel-Coil,2025-12-10T20:23:08.538Z,2025-12-11T03:23:08.538Z,203,184,9
BATCH001186,Line-C,Steel-Plate,2025-12-31T00:56:58.318Z,2025-12-31T02:56:58.318Z,286,288,22
BATCH001187,Line-A,Steel-Plate,2026-01-19T17:48:56.552Z,2026-01-19T21:48:56.552Z,674,671,64
BATCH001188,Line-B,Copper-Wire,2025-08-20T04:28:47.493Z,2025-08-20T11:28:47.493Z,842,868,54
BATCH001189,Line-B,Steel-Coil,2025-06-04T20:14:48.181Z,2025-06-04T22:14:48.181Z,630,596,16
BATCH001190,Line-C,Copper-Wire,2025-06-14T09:00:23.385Z,2025-06-14T10:00:23.385Z,515,465,18
BATCH001191,Line-A,Aluminum-Sheet,2025-10-16T23:07:58.137Z,2025-10-17T02:07:58.137Z,907,946,28
BATCH001192,Line-D,Steel-Plate,2025-12-17T10:53:23.640Z,2025-12-17T13:53:23.640Z,372,385,16
BATCH001193,Line-D,Aluminum-Sheet,2025-10-04T05:39:33.208Z,2025-10-04T06:39:33.208Z,222,210,5
BATCH001194,Line-D,Steel-Coil,2025-11-09T02:34:00.692Z,2025-11-09T06:34:00.692Z,750,719,53
BATCH001195,Line-A,Aluminum-Sheet,2025-09-06T17:43:40.283Z,2025-09-07T01:43:40.283Z,570,578,47
BATCH001196,Line-C,Steel-Plate,2025-10-28T17:03:33.069Z,2025-10-28T20:03:33.069Z,398,371,21
BATCH001197,Line-D,Steel-Coil,2025-08-17T23:38:12.359Z,2025-08-18T03:38:12.359Z,636,600,7
BATCH001198,Line-B,Steel-Plate,2025-06-20T22:17:17.388Z,2025-06-21T03:17:17.388Z,105,98,1
BATCH001199,Line-B,Aluminum-Sheet,2026-01-13T05:18:58.249Z,2026-01-13T06:18:58.249Z,795,739,67
BATCH001200,Line-B,Steel-Coil,2025-08-08T12:09:46.559Z,2025-08-08T17:09:46.559Z,175,168,7
BATCH001201,Line-C,Steel-Plate,2025-12-26T04:12:24.497Z,2025-12-26T12:12:24.497Z,307,279,14
BATCH001202,Line-C,Copper-Wire,2025-12-02T04:58:13.876Z,2025-12-02T11:58:13.876Z,267,253,2
BATCH001203,Line-C,Aluminum-Sheet,2025-12-26T04:49:33.002Z,2025-12-26T09:49:33.002Z,474,438,21
BATCH001204,Line-A,Steel-Plate,2025-10-21T11:14:04.731Z,2025-10-21T18:14:04.731Z,472,470,30
BATCH001205,Line-C,Copper-Wire,2025-09-28T04:22:37.375Z,2025-09-28T06:22:37.375Z,133,130,5
BATCH001206,Line-D,Copper-Wire,2026-01-10T22:20:56.060Z,2026-01-11T00:20:56.060Z,983,956,28
BATCH001207,Line-C,Aluminum-Sheet,2025-09-29T14:32:37.677Z,2025-09-29T19:32:37.677Z,932,937,20
BATCH001208,Line-B,Steel-Plate,2026-02-10T18:47:40.280Z,2026-02-11T00:47:40.280Z,382,378,26
BATCH001209,Line-C,Copper-Wire,2025-06-12T02:34:26.229Z,2025-06-12T07:34:26.229Z,493,484,43
BATCH001210,Line-B,Copper-Wire,2025-09-25T18:29:10.542Z,2025-09-25T21:29:10.542Z,447,419,5
BATCH001211,Line-C,Steel-Coil,2025-09-04T04:01:08.108Z,2025-09-04T10:01:08.108Z,113,114,8
BATCH001212,Line-B,Copper-Wire,2025-09-17T14:21:40.843Z,2025-09-17T15:21:40.843Z,200,199,3
BATCH001213,Line-D,Steel-Coil,2025-06-24T22:05:02.573Z,2025-06-25T01:05:02.573Z,998,916,70
BATCH001214,Line-C,Steel-Plate,2025-07-02T05:17:09.449Z,2025-07-02T12:17:09.449Z,927,945,36
BATCH001215,Line-A,Copper-Wire,2026-01-26T00:28:42.889Z,2026-01-26T02:28:42.889Z,740,670,28
BATCH001216,Line-A,Aluminum-Sheet,2025-10-19T00:28:56.005Z,2025-10-19T07:28:56.005Z,121,124,4
BATCH001217,Line-C,Copper-Wire,2025-10-19T23:39:26.966Z,2025-10-20T00:39:26.966Z,766,800,41
BATCH001218,Line-D,Aluminum-Sheet,2025-07-30T04:43:25.553Z,2025-07-30T10:43:25.553Z,131,118,4
BATCH001219,Line-D,Aluminum-Sheet,2025-06-29T05:48:51.053Z,2025-06-29T11:48:51.053Z,379,373,17
BATCH001220,Line-A,Copper-Wire,2025-06-27T20:13:41.451Z,2025-06-28T03:13:41.451Z,777,745,67
BATCH001221,Line-D,Aluminum-Sheet,2025-07-22T03:06:42.290Z,2025-07-22T09:06:42.290Z,622,570,42
BATCH001222,Line-B,Steel-Coil,2025-10-01T08:38:34.227Z,2025-10-01T09:38:34.227Z,104,95,5
BATCH001223,Line-B,Aluminum-Sheet,2025-06-21T00:28:28.323Z,2025-06-21T08:28:28.323Z,368,344,14
BATCH001224,Line-C,Aluminum-Sheet,2026-02-10T22:49:06.102Z,2026-02-11T06:49:06.102Z,529,509,44
BATCH001225,Line-D,Copper-Wire,2025-08-28T14:14:48.514Z,2025-08-28T22:14:48.514Z,589,537,18
BATCH001226,Line-C,Steel-Plate,2025-06-25T03:50:36.889Z,2025-06-25T06:50:36.889Z,826,824,68
BATCH001227,Line-C,Steel-Coil,2025-12-07T02:13:50.410Z,2025-12-07T08:13:50.410Z,239,221,8
BATCH001228,Line-A,Steel-Plate,2025-09-23T04:53:04.426Z,2025-09-23T08:53:04.426Z,253,242,19
BATCH001229,Line-A,Steel-Coil,2025-07-11T21:59:29.479Z,2025-07-12T05:59:29.479Z,530,502,49
BATCH001230,Line-A,Steel-Coil,2025-11-04T21:58:27.925Z,2025-11-04T23:58:27.925Z,949,874,28
BATCH001231,Line-D,Steel-Coil,2025-09-27T00:55:55.678Z,2025-09-27T01:55:55.678Z,663,614,11
BATCH001232,Line-D,Steel-Plate,2025-12-08T20:19:25.361Z,2025-12-09T03:19:25.361Z,927,886,74
BATCH001233,Line-A,Aluminum-Sheet,2025-11-07T23:49:48.252Z,2025-11-08T01:49:48.252Z,158,151,8
BATCH001234,Line-A,Steel-Coil,2025-06-17T12:31:25.495Z,2025-06-17T14:31:25.495Z,746,744,29
BATCH001235,Line-B,Steel-Coil,2025-09-18T20:27:22.437Z,2025-09-19T01:27:22.437Z,893,871,15
